date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:17:03	10609/10609	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/vendor/react.min.js?ver=18.2.0	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/vendor/react.min7a3b.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:04	1139/1139	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/escape-html.min.js?ver=03e27a7b6ae14f7afaa6	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/escape-html.min0311.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:05	12649/12649	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/element.min.js?ver=ed1c7604880e8b574b40	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/element.min0eb1.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:06	4627/4627	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/hooks.min2ebd.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:07	9445/9445	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/i18n.min.js?ver=7701b0c3857f914212ef	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/i18n.minf92f.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:08	115127/115127	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:10	1235/1235	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:54%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=8.5.2	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min8833.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:10	45212/45212	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Sep%202023%2012:02:24%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/wgl-toolbar/includes/react/build/index.js?ver=2.0.1	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/wgl-toolbar/includes/react/build/index7406.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:10	129397/129397	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/vendor/react-dom.min.js?ver=18.2.0	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/vendor/react-dom.min7a3b.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:10	729/729	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/deprecated.min.js?ver=73ad3591e7bc95f4777a	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/deprecated.min664b.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:11	1097/1097	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/is-shallow-equal.min.js?ver=20c2b06ecf04afb14fee	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/is-shallow-equal.mincc0f.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:11	4031/4031	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/keycodes.min.js?ver=3460bd0fac9859d6886c	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/keycodes.min3d5f.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:11	3442/3442	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/priority-queue.min.js?ver=422e19e9d48b269c5219	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/priority-queue.mind972.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:13	339735/339735	---M--	200	added ('OK')	text/css	date:Tue,%2030%20Jan%202024%2016:17:57%20GMT	https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/2dd1awy1/bq0pf.css	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/cache/wpfc-minified/2dd1awy1/bq0pf.css	(from https://integrio.wgl-demo.net/home-4/)
16:17:13	2693/2693	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/private-apis.min.js?ver=11cb2ebaa70a9f1f0ab5	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/private-apis.min3089.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:13	9000/9000	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/redux-routine.min.js?ver=0be1b2a6a79703e28531	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/redux-routine.min9528.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:13	37550/37550	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/compose.min.js?ver=3189b344ff39fef940b7	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/compose.min3e86.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:15	27342/27342	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/data.min.js?ver=dc5f255634f3da29c8d5	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/data.min23f6.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:15	9827/9827	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:54%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks-registry.js?ver=1c879273bd5c193cad0a	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks-registry8d1b.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:16	9629/9629	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/url.min.js?ver=b4979979018b684be209	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/url.min7dc0.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:16	5392/5392	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/api-fetch.min.js?ver=0fa4dabf8bf2c7adf21a	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/api-fetch.min471f.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:16	4170/4170	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:54%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/client/blocks/wc-settings.js?ver=07c2f0675ddd247d2325	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/client/blocks/wc-settings8edc.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:16	1624/1624	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/data-controls.min.js?ver=fe4ccc8a1782ea8e2cb1	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/data-controls.min0740.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:17	71085/71085	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/vendor/lodash.min.js?ver=4.17.19	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/vendor/lodash.minf492.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:17	837/837	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/html-entities.min.js?ver=36a4a255da7dd2e1bf8e	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/html-entities.min68f0.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:17	2266/2266	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/notices.min.js?ver=38e88f4b627cf873edd0	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/notices.min380b.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:17	1449/1449	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:54%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks-middleware.js?ver=ca04183222edaf8a26be	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks-middlewarece2b.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:18	498/498	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/dom-ready.min.js?ver=392bdd43726760d1f3ca	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/dom-ready.minded6.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:18	2448/2448	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/a11y.min.js?ver=7032343a947cfccf5608	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/a11y.min866e.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:19	2523/2523	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/primitives.min.js?ver=6984e6eb5d6157c4fe44	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/primitives.minfde7.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:19	352/352	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/warning.min.js?ver=122829a085511691f14d	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/warning.minb0b0.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:19	74013/74013	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:54%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks-data.js?ver=c96aba0171b12e03b8a6	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks-data997f.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:20	189/189	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:54%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution-blocks.min.js?ver=8.5.2	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution-blocks.min8833.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:21	39974/39974	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:26%20GMT	https://integrio.wgl-demo.net/wp-content/themes/integrio/js/theme-addons.min.js?ver=6.4.3	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/themes/integrio/js/theme-addons.min84fc.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:21	102732/102732	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:54%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/client/blocks/blocks-checkout.js?ver=9f469ef17beaf7c51576	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/client/blocks/blocks-checkout297b.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:22	1860/1860	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:26%20GMT	https://integrio.wgl-demo.net/wp-content/themes/integrio/js/theme.js?ver=6.4.3	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/themes/integrio/js/theme84fc.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:22	99694/99694	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:54%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/client/blocks/blocks-components.js?ver=b165bb2bd213326d7f31	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/client/blocks/blocks-componentsf69d.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:23	20757/20757	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:50%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=7.4	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min19c5.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:23	4428/4428	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:26%20GMT	https://integrio.wgl-demo.net/wp-content/themes/integrio/js/jquery.appear.js?ver=6.4.3	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/themes/integrio/js/jquery.appear84fc.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:23	11030/11030	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:50%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/js_composer/assets/lib/vc_accordion/vc-accordion.min.js?ver=7.4	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/js_composer/assets/lib/vc_accordion/vc-accordion.min19c5.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:23	2545/2545	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:50%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/js_composer/assets/lib/vc-tta-autoplay/vc-tta-autoplay.min.js?ver=7.4	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/js_composer/assets/lib/vc-tta-autoplay/vc-tta-autoplay.min19c5.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:24	3001/3001	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:26%20GMT	https://integrio.wgl-demo.net/wp-content/themes/integrio/js/jquery.paroller.min.js?ver=6.4.3	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/themes/integrio/js/jquery.paroller.min84fc.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:24	9237/9237	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:50%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/js_composer/assets/lib/vc_waypoints/vc-waypoints.min.js?ver=7.4	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/js_composer/assets/lib/vc_waypoints/vc-waypoints.min19c5.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:24	4782/4782	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:50%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/js_composer/assets/lib/bower/progress-circle/ProgressCircle.min.js?ver=7.4	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/js_composer/assets/lib/bower/progress-circle/ProgressCircle.min19c5.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:25	2875/2875	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:50%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/js_composer/assets/lib/vc_chart/jquery.vc_chart.min.js?ver=7.4	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/js_composer/assets/lib/vc_chart/jquery.vc_chart.min19c5.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:25	5520/5520	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/imagesloaded.minbb93.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:27	291/291	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Apr%202024%2010:47:25%20GMT	http://integrio.wgl-demo.net/wp-content/themes/integrio/js/swipebox/img/loader.gif	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/themes/integrio/js/swipebox/img/loader.7c.delayed	(from https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/897ynhgm/bpurw.css)
16:17:27	40461/40461	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:26%20GMT	https://integrio.wgl-demo.net/wp-content/themes/integrio/js/slick.min.js?ver=6.4.3	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/themes/integrio/js/slick.min84fc.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:28	76306/76306	---M--	200	added ('OK')	text/css	date:Tue,%2030%20Jan%202024%2016:02:10%20GMT	https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/mly7vyz3/bpurw.css	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/cache/wpfc-minified/mly7vyz3/bpurw.css	(from https://integrio.wgl-demo.net/home-4/)
16:17:28	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Apr%202024%2010:47:27%20GMT	http://integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/2dd1awy1/bq0pf.css)
16:17:28	70/70	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2015:57:52%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/2dd1awy1/bq0pf.css)
16:17:29	306/306	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Apr%202024%2010:47:28%20GMT	http://integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/2dd1awy1/bq0pf.css)
16:17:29	70/70	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2015:57:52%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/2dd1awy1/bq0pf.css)
16:17:29	304/304	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Apr%202024%2010:47:29%20GMT	http://integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/2dd1awy1/bq0pf.css)
16:17:30	70/70	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2015:57:52%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/2dd1awy1/bq0pf.css)
16:17:30	310/310	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Apr%202024%2010:47:29%20GMT	http://integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/2dd1awy1/bq0pf.css)
16:17:30	71/71	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2015:57:52%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/2dd1awy1/bq0pf.css)
16:17:31	301/301	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Apr%202024%2010:47:30%20GMT	http://integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/2dd1awy1/bq0pf.css)
16:17:31	90/90	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2015:57:52%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/2dd1awy1/bq0pf.css)
16:17:31	298/298	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Apr%202024%2010:47:30%20GMT	http://integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/2dd1awy1/bq0pf.css)
16:17:32	2545/2545	---M--	200	added ('OK')	image/gif	date:Tue,%2030%20Jan%202024%2015:57:52%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/2dd1awy1/bq0pf.css)
16:17:32	11117/11117	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:51%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8.6	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/contact-form-7/includes/swv/js/index6281.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:33	13182/13182	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:51%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8.6	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/contact-form-7/includes/js/index6281.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:34	2608/2608	---M--	200	added ('OK')	image/gif	date:Tue,%2030%20Jan%202024%2015:57:26%20GMT	https://integrio.wgl-demo.net/wp-content/themes/integrio/js/swipebox/img/loader.gif	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/themes/integrio/js/swipebox/img/loader.gif	(from https://integrio.wgl-demo.net/wp-content/cache/wpfc-minified/897ynhgm/bpurw.css)
16:17:34	13079/13079	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:52:14%20GMT	https://integrio.wgl-demo.net/wp-includes/js/dist/dom.min.js?ver=49ff2869626fbeaacc23	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-includes/js/dist/dom.minbac8.js	(from https://integrio.wgl-demo.net/home-4/)
16:17:34	14500/14500	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jan%202024%2015:57:54%20GMT	https://integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=8.5.2	C:/My%20Web%20Sites/Connect/integrio.wgl-demo.net/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min8833.js	(from https://integrio.wgl-demo.net/home-4/)
